Source: dtm
X;Y;Z;M
269022.50421770825;7040590.334912555;103.385398865;7328.328946145213
269021.2632322113;7040595.178460325;103.400291443;7333.328968324273
269020.0222467144;7040600.022008095;103.250999451;7338.331196637829
269018.78126121743;7040604.865555865;103.035339355;7343.335845404647
269017.54027572053;7040609.709103634;102.553565979;7348.359002338178
269016.2992902236;7040614.5526514035;102.305053711;7353.365174363744
269015.05830472667;7040619.396199173;102.243659973;7358.365551268851
269013.8173192297;7040624.239746943;102.398506165;7363.367948428752
269012.5763337328;7040629.083294712;102.098991394;7368.376911304547
269011.33534823585;7040633.926842482;102.009017944;7373.377720761417
269010.0943627389;7040638.770390252;101.749275208;7378.38446284496
269008.853377242;7040643.6139380215;101.496131897;7383.390866897568
269007.61239174503;7040648.457485791;99.926902771;7388.6313325307065
269006.37140624813;7040653.30103356;100.954994202;7393.735935549898
269005.1304207512;7040658.14458133;99.72467041;7398.885080783369
269003.88943525427;7040662.9881291;100.691070557;7403.977617405347
269002.6484497573;7040667.83167687;100.400466919;7408.986055333147
269001.4074642604;7040672.675224639;100.927787781;7414.0137851672325
269000.16647876345;7040677.518772408;100.814460754;7419.015069304058
268998.92549326655;7040682.362320178;101.749809265;7424.101804685331
268997.6845077696;7040687.205867948;101.448822021;7429.1108558253445
268996.4435222727;7040692.049415717;101.197135925;7434.117186406116
268995.20253677573;7040696.892963487;100.994613647;7439.121286252772
268993.96155127883;7040701.736511257;101.219741821;7444.126351956316
268992.72056578187;7040706.580059026;101.186065674;7449.126465363539
268991.47958028497;7040711.423606795;103.399627686;7454.594541512791
268990.238594788;7040716.267154565;103.521965027;7459.596037931586
268988.9976092911;7040721.110702335;104.337371826;7464.662090462889
268987.75662379415;7040725.954250105;104.655799866;7469.672219844339
268986.51563829725;7040730.797797874;103.917182922;7474.726480916248
268985.2746528003;7040735.641345643;104.510940552;7479.761612307324
268984.0336673034;7040740.484893413;104.545349121;7484.761730701091
268982.79268180643;7040745.328441183;104.507209778;7489.761876160145
268981.55169630947;7040750.171988953;104.503440857;7494.761877580843
268980.31071081257;7040755.015536722;106.135551453;7500.021514924864
268979.0697253156;7040759.859084492;106.740699768;7505.058002240977
268977.8287398187;7040764.702632261;106.594985962;7510.060125041881
268976.58775432175;7040769.546180031;110.00113678;7516.1100724298485
268975.34676882485;7040774.3897278;111.838912964;7521.437118637225
268974.1057833279;7040779.23327557;113.686813354;7526.767666062544
268972.864797831;7040784.07682334;116.396896362;7532.4548929713565
268971.62381233403;7040788.92037111;117.717468262;7537.626344425763
268970.3828268371;7040793.7639188785;119.716949463;7543.011316576684
268969.14184134017;7040798.607466648;122.448135376;7548.708629670905
268967.90085584327;7040803.451014418;124.356117249;7554.060301823584
268966.6598703463;7040808.294562188;124.913970947;7559.091325650857
268965.4188848494;7040813.138109957;125.033638;7564.092757465509
268964.17789935245;7040817.981657727;124.935775757;7569.093715075889
268962.93691385555;7040822.8252054965;125.025695801;7574.09452357216
268961.6959283586;7040827.668753266;124.030357361;7579.192630928067
268960.4549428617;7040832.512301035;123.864692688;7584.195374652957
268959.21395736473;7040837.355848805;123.169059753;7589.243533246194
268957.9729718678;7040842.199396575;123.572738647;7594.259802442672
268956.73198637087;7040847.042944345;123.342887878;7599.265082792284
268955.4910008739;7040851.8864921145;123.439697266;7604.266019910447
268954.250015377;7040856.730039883;123.44871521;7609.266028042076
268953.00902988005;7040861.573587653;122.81288147;7614.30629435916
268951.76804438315;7040866.417135423;122.170059204;7619.347447051525
268950.5270588862;7040871.260683193;121.673568726;7624.372036865327
268949.2860733893;7040876.104230962;121.187217712;7629.3956349087475
268948.04508789233;7040880.947778732;119.942138672;7634.548325644476
268946.8041023954;7040885.791326501;118.56363678;7639.7348724213125
268945.56311689847;7040890.634874271;118.518562317;7644.735075588128
268944.32213140157;7040895.47842204;116.496452332;7650.12849090539
268943.0811459046;7040900.32196981;115.419441223;7655.243171045059
268941.8401604077;7040905.16551758;115.366981506;7660.243446239883
268940.59917491075;7040910.00906535;115.298416138;7665.2439163389745
268939.35818941385;7040914.8526131185;115.368125916;7670.244402259982
268938.1172039169;7040919.696160888;115.291122437;7675.244995178626
268936.87621842;7040924.539708658;115.350952148;7680.245353125451
268935.635232923;7040929.383256428;114.593284607;7685.302433321068
268934.3942474261;7040934.226804197;113.875198364;7690.353734920203
268933.15326192917;7040939.070351967;113.631919861;7695.35964986477
268931.91227643227;7040943.9138997365;113.497703552;7700.36145094235
268930.6712909353;7040948.757447506;112.911834717;7705.395658158391
268929.43030543835;7040953.600995276;112.811347961;7710.396667815485
268928.18931994145;7040958.444543045;112.902954102;7715.397506912888
268926.9483344445;7040963.288090815;112.556221008;7720.409514877835
268925.7073489476;7040968.131638585;112.244728088;7725.4192082657855
268924.4663634506;7040972.9751863545;112.285720825;7730.419376303632
268923.2253779537;7040977.818734123;112.357276917;7735.419888304153
268921.98439245677;7040982.662281893;113.320159912;7740.511758654454
268920.74340695987;7040987.505829663;114.599441528;7745.6728207016595
268919.5024214629;7040992.349377433;114.950523376;7750.685131392968
268918.261435966;7040997.192925202;115.087089539;7755.686996076256
268917.02045046905;7041002.036472972;113.646247864;7760.890458840092
268915.77946497215;7041006.880020741;113.232635498;7765.907537192218
268914.5384794752;7041011.723568511;113.01158905;7770.912420960537
268913.2974939783;7041016.56711628;113.015167236;7775.912422240183
268912.0565084813;7041021.41066405;114.049316406;7781.018248765637
268910.8155229844;7041026.25421182;113.831832886;7786.022976438901
268909.57453748747;7041031.09775959;113.731498718;7791.023983032326
268908.33355199057;7041035.941307358;115.58290863;7796.355748092351
268907.0925664936;7041040.784855128;116.550605774;7801.448531001991
268905.8515809967;7041045.628402898;119.490142822;7807.2486066962065
268904.61059549975;7041050.471950668;119.108268738;7812.263168274076
268903.36961000285;7041055.315498438;119.583366394;7817.285689332748
268902.1286245059;7041060.159046207;115.180038452;7823.948218654108
268900.8876390089;7041065.002593976;113.838005066;7829.12519205672
268899.646653512;7041069.846141746;112.870735168;7834.217893801143
268898.40566801507;7041074.689689516;112.05254364;7839.284395294156
268897.16468251817;7041079.533237285;112.247291565;7844.288186531541
268895.9236970212;7041084.376785055;112.639305115;7849.303530450516
268894.6827115243;7041089.220332825;112.5962677;7854.303715669201
268893.44172602735;7041094.063880594;113.111305237;7859.330172041909
268892.20074053045;7041098.907428363;113.15196991;7864.330337400042
268890.9597550335;7041103.750976133;113.306365967;7869.332720646518
268889.7187695366;7041108.594523903;112.426315308;7874.409578844703
268888.4777840396;7041113.438071673;111.797180176;7879.449004508063
268887.2367985427;7041118.281619442;111.248466492;7884.479023066682
268885.99581304577;7041123.1251672115;110.257843018;7889.576211985042
268884.75482754887;7041127.968714981;109.424423218;7894.645194976245
268883.5138420519;7041132.812262751;108.813179016;7899.682418365841
268882.272856555;7041137.655810521;108.955047607;7904.684430630838
268881.03187105805;7041142.49935829;109.065994263;7909.685661394727
268879.79088556115;7041147.34290606;109.334709167;7914.69287695846
268878.5499000642;7041152.1864538295;108.470062256;7919.767087663872
268877.3089145673;7041157.030001599;108.170829773;7924.776033668867
268876.0679290703;7041161.873549368;107.590202332;7929.809633595205
268874.82694357337;7041166.717097138;107.41746521;7934.812616516976
268873.58595807647;7041171.560644908;107.327537537;7939.813425150432
268872.3449725795;7041176.404192678;106.778274536;7944.8435036633855
268871.1039870826;7041181.247740447;106.134559631;7949.884770257404
268869.86300158565;7041186.091288216;106.028968811;7954.8858850754705
268868.62201608875;7041190.934835986;105.521354675;7959.91158623184
268867.3810305918;7041195.778383756;105.072731018;7964.9316722059875
268866.1400450949;7041200.621931525;104.950675964;7969.933161727045
268864.8990595979;7041205.465479295;105.48236084;7974.961351143683
268863.658074101;7041210.309027065;104.506744385;7980.055644761971
268862.41708860407;7041215.152574834;104.370018005;7985.0575138231525
268861.17610310717;7041219.996122603;104.350265503;7990.057552838439
268859.9351176102;7041224.839670373;104.237586975;7995.058822322569
268858.6941321133;7041229.683218143;102.505317688;8000.350396463101
268857.45314661635;7041234.526765913;102.637565613;8005.352145108913
268856.21216111945;7041239.370313683;102.519630432;8010.353535786413
268854.9711756225;7041244.2138614515;101.752746582;8015.412005004722
268853.7301901256;7041249.057409221;101.666168213;8020.412754530148
268852.4892046286;7041253.900956991;101.673309326;8025.412759629916
268851.2482191317;7041258.744504761;101.316383362;8030.425483055943
268850.00723363477;7041263.58805253;101.280509949;8035.425611743782
268848.7662481378;7041268.4316003;100.293533325;8040.522093163206
268847.5252626409;7041273.2751480695;99.461105347;8045.590913177827
268846.28427714395;7041278.118695839;98.850135803;8050.628103246298
268845.04329164705;7041282.962243608;98.626296997;8055.633111118831
268843.8023061501;7041287.805791378;97.524230957;8060.753125724155
268842.5613206532;7041292.649339148;98.261535645;8065.807195193901
268841.3203351562;7041297.492886918;97.903953552;8070.819965381676
268840.0793496593;7041302.336434687;97.947441101;8075.820154494097
268838.83836416237;7041307.179982456;97.751335144;8080.823998771109
268837.59737866546;7041312.023530226;97.583686829;8085.826808577566
268836.3563931685;7041316.867077996;97.547195435;8090.826941738198
268835.1154076716;7041321.710625765;97.524871826;8095.826991571606
268833.87442217465;7041326.554173535;97.19203186;8100.838057570491
268832.63343667774;7041331.397721305;95.52130127;8106.109806872803
268831.3924511808;7041336.241269074;95.583450317;8111.110193108511
268830.1514656839;7041341.084816844;95.948783875;8116.123522203102
268828.9104801869;7041345.928364613;95.861679077;8121.124280869447
268827.66949469;7041350.771912383;94.875083923;8126.220688427714
268826.42850919307;7041355.615460153;94.785736084;8131.22148666785
268825.18752369616;7041360.459007923;94.209495544;8136.254582450964
268823.9465381992;7041365.302555691;93.971237183;8141.2602559360985
268822.7055527023;7041370.146103461;93.843132019;8146.261896760379
268821.46456720534;7041374.989651231;93.276382446;8151.293914753263
268820.2235817084;7041379.833199001;92.834350586;8156.31341594038
268818.9825962115;7041384.67674677;92.824371338;8161.313425898214
268817.7416107145;7041389.52029454;92.26991272;8166.344074401269
268816.5006252176;7041394.363842309;92.094512939;8171.3471499638845
268815.25963972067;7041399.207390079;91.500930786;8176.382260665207
268814.01865422376;7041404.050937848;90.710151672;8181.444407601061
268812.7776687268;7041408.894485618;89.748817444;8186.535985303516
268811.5366832299;7041413.738033388;87.589515686;8191.982322061757
268810.29569773294;7041418.581581158;84.692398071;8197.761014861808
268809.05471223604;7041423.4251289265;83.445404053;8202.914168660596
268807.8137267391;7041428.268676696;82.877593994;8207.946306204953
268806.5727412422;7041433.112224466;81.594299316;8213.10836444103
268805.3317557452;7041437.955772236;81.645111084;8218.108622618163
268804.0907702483;7041442.799320006;78.328521729;8224.108603030778
268802.84978475136;7041447.642867775;70.922889709;8233.044115641078
268801.60879925446;7041452.4864155445;70.042541504;8238.121025425988
268800.3678137575;7041457.329963314;69.508895874;8243.149422552373
268799.1268282606;7041462.173511084;68.638435364;8248.224627129683
268797.88584276364;7041467.017058853;67.467407227;8253.359927207657
268796.64485726674;7041471.860606623;66.176521301;8258.523877873185
268795.4038717698;7041476.704154393;66.155708313;8263.523921191267
268794.1628862728;7041481.5477021625;65.879974365;8268.531518340827
268792.9219007759;7041486.391249931;65.493057251;8273.546466480753
268791.68091527896;7041491.234797701;63.706630707;8278.856016348616
268790.43992978206;7041496.078345471;61.992210388;8284.141774291644
268789.1989442851;7041500.921893241;61.819988251;8289.14473945909
268787.9579587882;7041505.76544101;60.919963837;8294.225098101828
268786.71697329124;7041510.60898878;60.054328918;8299.29947725747
268785.47598779434;7041515.452536549;59.704605103;8304.311693009893
268784.2350022974;7041520.296084319;59.781101227;8309.312278141575
268782.9940168005;7041525.139632088;59.673755646;8314.313430315506
268781.7530313035;7041529.983179858;59.153213501;8319.340453701858
268780.5120458066;7041534.826727628;58.528240204;8324.37936148272
268779.27106030966;7041539.670275398;57.829574585;8329.42793887139
268778.03007481276;7041544.513823167;57.382968903;8334.447844910079
268776.7890893158;7041549.357370936;57.46320343;8339.448488625892
268775.5481038189;7041554.200918706;56.31047821;8344.579645945143
268774.30711832194;7041559.044466476;55.217147827;8349.697787339106
268773.06613282504;7041563.888014246;54.739059448;8354.720592183035
268771.8251473281;7041568.731562015;54.060447693;8359.766433431749
268770.5841618312;7041573.5751097845;53.237743378;8364.83366565378
268769.3431763342;7041578.418657554;51.684207916;8370.069453315049
268768.10219083726;7041583.262205324;51.386413574;8375.078313611797
268766.86120534036;7041588.105753093;51.051700592;8380.089504365837
268765.6202198434;7041592.949300863;50.442760468;8385.126448685245
268764.3792343465;7041597.792848633;49.091075897;8390.305932364296
268763.13824884954;7041602.6363964025;48.770210266;8395.316217261921
268761.89726335264;7041607.479944171;47.704154968;8400.428601626525
268760.6562778557;7041612.323491941;46.389450073;8405.598558005755
268759.4152923588;7041617.167039711;45.21169281;8410.735396739121
268758.1743068618;7041622.010587481;45.241161346;8415.73548357805
268756.9333213649;7041626.854135251;44.92924118;8420.745203549468
268755.69233586796;7041631.69768302;42.229572296;8426.427475285
268754.45135037106;7041636.541230789;42.045330048;8431.430868654306
268753.2103648741;7041641.384778559;42.086196899;8436.43103566169
268751.9693793772;7041646.228326329;42.21937561;8441.43280900433
268750.72839388024;7041651.071874098;41.434425354;8446.49404866449
268749.48740838334;7041655.915421868;40.822742462;8451.531325305934
268748.2464228864;7041660.758969638;40.2224617;8456.567230090126
268747.0054373895;7041665.602517407;39.477718353;8461.62239009303
268745.7644518925;7041670.446065176;38.863124847;8466.660021001584
268744.5234663956;7041675.289612946;38.90852356;8471.660227101856
268743.28248089866;7041680.133160716;38.740550995;8476.663047784712
268742.04149540176;7041684.976708486;37.942192078;8481.726384329168
268740.8005099048;7041689.820256255;37.779605865;8486.72902705775
268739.55952440784;7041694.663804024;37.830749512;8491.729288618393
268738.31853891094;7041699.507351794;37.642681122;8496.732824340399
268737.077553414;7041704.350899564;36.437599182;8501.875996754807
268735.8365679171;7041709.194447333;35.656166077;8506.936692131001
268734.5955824201;7041714.037995103;34.126983643;8512.165305610564
268733.3545969232;7041718.881542873;33.817901611;8517.17484967211
268732.11361142626;7041723.725090642;32.845542908;8522.2685203966
268730.87262592936;7041728.568638412;32.122901917;8527.320471505225
268729.6316404324;7041733.412186181;28.148132324;8533.70786481632
268728.3906549355;7041738.255733951;27.471307755;8538.753466019276
268727.14966943854;7041743.099281721;27.667003632;8543.757294241595
268725.90868394164;7041747.942829491;26.60049057;8548.869774081506
268724.6676984447;7041752.7863772595;23.445514679;8554.781954124941
268723.4267129478;7041757.629925029;21.117427826;8560.297385966345
268722.1857274508;7041762.473472799;19.769395828;8565.475917637566
268720.9447419539;7041767.317020569;16.488994598;8571.455970499528
268719.70375645696;7041772.160568338;15.442800522;8576.564250252815
268718.46277096006;7041777.004116108;14.500007629;8581.65235976826
268717.2217854631;7041781.8476638775;13.090403557;8586.847259540345
268715.9807999662;7041786.691211647;13.350809097;8591.854036052966
268714.73981446924;7041791.534759416;14.445866585;8596.97254666595
268713.4988289723;7041796.378307186;13.912061691;8602.00096069694
268712.2578434754;7041801.221854956;14.10370636;8607.00463211713
268711.0168579784;7041806.065402726;14.143297195;8612.004788858316
268709.7758724815;7041810.908950495;14.613324165;8617.02683279934
268708.53488698456;7041815.752498264;15.110704422;8622.051510612122
268707.29390148766;7041820.596046034;15.549403191;8627.07071937566
268706.0529159907;7041825.439593804;15.967786789;8632.088193325497
268704.8119304938;7041830.283141574;15.997876167;8637.088283861951
268703.57094499684;7041835.126689343;16.289115906;8642.096758737476
268702.32995949994;7041839.970237113;17.672716141;8647.284662901237
268701.088974003;7041844.813784882;15.952801704;8652.572205399676
268699.8479885061;7041849.657332652;17.021104813;8657.685058960533
268698.6070030091;7041854.500880421;16.43756485;8662.71899567861
268697.3660175122;7041859.344428191;16.037086487;8667.735008330239
268696.12503201526;7041864.187975961;15.885255814;8672.737313054611
268694.88404651836;7041869.031523731;16.236917496;8677.74966439312
268693.6430610214;7041873.8750714995;16.588014603;8682.761976152353
268692.4020755245;7041878.718619269;16.589115143;8687.761976273678
268691.16109002754;7041883.562167039;15.208582878;8692.949063060778
268689.92010453064;7041888.405714809;14.984582901;8697.954078144847
268688.6791190337;7041893.249262578;15.046906471;8702.954466551817
268687.4381335368;7041898.092810348;14.985660553;8707.954841644201
268686.1971480398;7041902.9363581175;14.913719177;8712.955359173797
268684.95616254286;7041907.779905887;14.664627075;8717.961560016502
268683.71517704596;7041912.623453656;14.569572449;8722.962463472375
268682.474191549;7041917.467001426;14.733436584;8727.965147897456
268681.2332060521;7041922.310549196;14.566714287;8732.967926757887
268679.99222055514;7041927.154096966;14.397100449;8737.97080281634
268678.75123505824;7041931.9976447355;14.446730614;8742.971049125808
268677.5102495613;7041936.841192504;14.340162277;8747.972184677225
268676.2692640644;7041941.684740274;14.246426582;8752.973063238296
268675.0282785674;7041946.528288044;14.258547783;8757.973077930847
268673.7872930705;7041951.371835814;11.534529686;8763.666958382248
268672.54630757356;7041956.215383583;11.517022133;8768.666989032914
268671.30532207666;7041961.058931353;11.532705307;8773.667013629254
268670.0643365797;7041965.902479122;9.535820961;8779.051022088897
268668.8233510828;7041970.746026892;8.600939751;8784.137671563638
268667.58236558584;7041975.589574661;7.753739357;8789.208938515869
268666.34138008894;7041980.433122431;7.870939255;8794.210311909064
268665.100394592;7041985.276670201;7.758079052;8799.211585489627
268663.8594090951;7041990.120217971;7.865405083;8804.212737244874
268662.6184235981;7041994.963765739;8.083538055;8809.217493181646
268661.3774381012;7041999.807313509;7.527006626;8814.248370563728
268660.13645260426;7042004.650861279;6.010042191;8819.473423778698
268658.8954671073;7042009.494409049;4.574168205;8824.675513176804
268657.6544816104;7042014.337956819;3.510211706;8829.787460304253
268656.41349611344;7042019.181504588;3.383929014;8834.789054781166
268655.17251061654;7042024.025052357;3.595826387;8839.793542816795
268653.9315251196;7042028.868600127;3.435711622;8844.796105833908
268652.6905396227;7042033.712147897;3.577854633;8849.79812588961
268651.4495541257;7042038.555695666;3.609063864;8854.79822328959
268650.2085686288;7042043.399243436;3.635826111;8859.79829491107
268648.96758313186;7042048.242791206;3.930677891;8864.80698112348
268647.72659763496;7042053.0863389755;4.197993755;8869.814121801872
268646.485612138;7042057.929886744;4.660324097;8874.835451241206
268645.2446266411;7042062.773434514;4.594921589;8879.835878971922
268644.00364114414;7042067.616982284;4.482526302;8884.837142082653
268642.76265564724;7042072.460530054;4.491990566;8889.837151040081
268641.5216701503;7042077.304077823;4.234251499;8894.843789575052
268640.2806846534;7042082.147625593;4.160490036;8899.844333621002
268639.0396991564;7042086.991173362;4.445944786;8904.852475433741
268637.7987136595;7042091.834721132;4.49646616;8909.852730668357
268636.55772816256;7042096.678268901;4.507497311;8914.85274283629
268635.31674266566;7042101.521816671;4.527599812;8919.852783247388
268634.0757571687;7042106.365364441;4.506836414;8924.852826359293
268632.83477167174;7042111.208912211;4.388250351;8929.854232427246
268631.59378617484;7042116.05245998;4.357751846;8934.854325442468
268630.3528006779;7042120.896007749;4.288169384;8939.854809590248
268629.111815181;7042125.739555519;4.306026459;8944.854841477865
268627.870829684;7042130.583103289;4.201147556;8949.85594131555
268626.6298441871;7042135.426651059;4.1789217;8954.85599071438
268625.38885869016;7042140.270198828;4.138862133;8959.856151188016
268624.14787319326;7042145.113746597;4.10973978;8964.856235998648
268622.9068876963;7042149.957294367;4.036913395;8969.856766338979
268621.6659021994;7042154.800842137;3.897562981;8974.85870781604
268620.42491670244;7042159.644389906;3.728486061;8979.861565699097
268619.18393120554;7042164.487937676;3.575194836;8984.863914967364
268617.9429457086;7042169.331485446;1.90641427;8990.135046589668
268616.7019602117;7042174.175033215;0;8995.486160059865
268615.4609747147;7042179.018580984;0;9000.486160059185
268614.2199892178;7042183.862128754;0;9005.486160059392
268612.97900372086;7042188.705676524;0;9010.486160059614
268611.73801822396;7042193.549224294;0;9015.486160059821
268610.497032727;7042198.392772063;0;9020.486160059141
268609.2560472301;7042203.2363198325;0;9025.486160059349
268608.01506173314;7042208.079867602;0;9030.48616005957
268606.77407623624;7042212.923415372;0;9035.486160059778
268605.5330907393;7042217.766963142;0;9040.48616006
268604.2921052423;7042222.610510911;0;9045.48616005932
268603.0511197454;7042227.454058681;0;9050.486160059527
268601.81013424846;7042232.2976064505;0;9055.486160059749
268600.56914875156;7042237.14115422;0;9060.486160059956
268599.3281632546;7042241.984701989;0;9065.486160059276
268598.0871777577;7042246.828249759;0;9070.486160059483
268596.84619226074;7042251.671797529;0;9075.486160059705
268595.60520676384;7042256.515345299;0;9080.486160059912
268597.19788416446;7042260.260682626;0;9084.556070746346
268601.3788071749;7042263.002923093;0;9089.556070746226
268605.5597301853;7042265.745163561;0;9094.556070746568
268609.74065319577;7042268.487404028;0;9099.556070746448
268613.9215762062;7042271.229644495;0;9104.556070746328
268618.1024992166;7042273.971884962;0;9109.556070746161
268622.2834222271;7042276.71412543;0;9114.556070746552
268626.46434523753;7042279.456365897;0;9119.556070746432
268630.645268248;7042282.198606364;0;9124.556070746312
268634.8261912584;7042284.9408468325;0;9129.556070746654
268639.00711426884;7042287.6830873;0;9134.556070746534
268643.1880372793;7042290.425327767;0;9139.556070746414
268647.3689602897;7042293.167568234;0;9144.556070746246
268651.54988330015;7042295.909808702;0;9149.556070746637
268655.7308063106;7042298.652049169;0;9154.556070746517
268659.911729321;7042301.394289636;0;9159.55607074635
268664.09265233146;7042304.136530103;0;9164.55607074623
268668.2735753419;7042306.878770571;0;9169.556070746621
268672.4544983523;7042309.621011038;0;9174.556070746454
268676.63542136276;7042312.363251505;0;9179.556070746334
268680.8163443732;7042315.1054919725;0;9184.556070746214
268684.9972673837;7042317.847732441;0;9189.556070746605
268689.1781903941;7042320.589972908;0;9194.556070746437
268693.3591134045;7042323.332213375;0;9199.556070746317
268697.540036415;7042326.074453842;0;9204.556070746197
268701.7209594254;7042328.81669431;0;9209.55607074654
268705.90188243584;7042331.558934777;0;9214.55607074642
268710.0828054463;7042334.301175244;0;9219.5560707463
268714.2637284567;7042337.043415712;0;9224.556070746641
268718.44465146714;7042339.785656179;0;9229.556070746521
268722.6255744776;7042342.527896646;0;9234.556070746401
268726.80649748805;7042345.2701371135;0;9239.556070746281
268730.98742049845;7042348.012377582;0;9244.556070746623
268735.1683435089;7042350.754618049;0;9249.556070746503
268739.34926651936;7042353.496858516;0;9254.556070746383
268743.53018952976;7042356.239098983;0;9259.556070746215
268747.7111125402;7042358.981339451;0;9264.556070746607
268751.89203555067;7042361.723579918;0;9269.556070746487
268756.07295856107;7042364.465820385;0;9274.55607074632
268760.2538815715;7042367.208060852;0;9279.5560707462
268764.434804582;7042369.95030132;0;9284.55607074659
268768.6157275924;7042372.692541787;0;9289.556070746423
268772.79665060283;7042375.4347822545;0;9294.556070746303
268776.9775736133;7042378.177022722;0;9299.556070746183
268781.15849662374;7042380.91926319;0;9304.556070746574
268785.33941963414;7042383.661503657;0;9309.556070746406
268789.5203426446;7042386.403744124;0;9314.556070746286
268793.70126565505;7042389.145984592;0;9319.556070746678
268797.88218866545;7042391.888225059;0;9324.55607074651
268802.0631116759;7042394.630465526;0;9329.55607074639
268806.24403468636;7042397.372705993;0;9334.55607074627
268810.42495769676;7042400.114946461;0;9339.556070746612
268814.6058807072;7042402.857186928;0;9344.556070746492
268818.78680371767;7042405.5994273955;0;9349.556070746372
268822.96772672806;7042408.341667863;0;9354.556070746205
268827.1486497385;7042411.083908331;0;9359.556070746596
268831.329572749;7042413.826148798;0;9364.556070746476
268835.51049575943;7042416.568389265;0;9369.556070746356
268839.6914187698;7042419.310629732;0;9374.556070746188
268843.8723417803;7042422.0528702;0;9379.55607074658
268848.05326479074;7042424.795110667;0;9384.55607074646
268852.23418780114;7042427.537351134;0;9389.556070746292
268856.4151108116;7042430.279591601;0;9394.556070746172
268860.59603382205;7042433.021832069;0;9399.556070746563
268864.77695683244;7042435.7640725365;0;9404.556070746396
268868.9578798429;7042438.506313004;0;9409.556070746276
268873.13880285335;7042441.248553472;0;9414.556070746667
268877.3197258638;7042443.990793939;0;9419.556070746547
268881.5006488742;7042446.733034406;0;9424.55607074638
268885.68157188466;7042449.475274873;0;9429.55607074626
268889.8624948951;7042452.217515341;0;9434.55607074665
268894.0434179055;7042454.959755808;0;9439.556070746483
268898.224340916;7042457.701996275;0;9444.556070746363
268902.4052639264;7042460.444236742;0;9449.556070746243
268906.5861869368;7042463.18647721;0;9454.556070746585
268910.7671099473;7042465.9287176775;0;9459.556070746465
268914.94803295773;7042468.670958145;0;9464.556070746345
268919.12895596813;7042471.413198612;0;9469.556070746177
268923.3098789786;7042474.15543908;0;9474.556070746568
268927.49080198904;7042476.897679547;0;9479.556070746448
268931.6717249995;7042479.639920014;0;9484.556070746328
268935.8526480099;7042482.382160481;0;9489.556070746161
268940.03357102035;7042485.124400949;0;9494.556070746552
268944.2144940308;7042487.866641416;0;9499.556070746432
268948.3954170412;7042490.608881883;0;9504.556070746265
268952.57634005166;7042493.351122351;0;9509.556070746656
268956.7572630621;7042496.0933628185;0;9514.556070746536
268960.9381860725;7042498.835603286;0;9519.556070746368
268965.11910908297;7042501.577843753;0;9524.556070746248
268969.3000320934;7042504.320084221;0;9529.55607074664
268973.4809551038;7042507.062324688;0;9534.556070746472
268977.6618781143;7042509.804565155;0;9539.556070746352
268981.84280112473;7042512.546805622;0;9544.556070746232
268986.0237241352;7042515.28904609;0;9549.556070746623
268990.2046471456;7042518.031286557;0;9554.556070746456
268994.38557015604;7042520.773527024;0;9559.556070746336
268998.5664931665;7042523.515767491;0;9564.556070746215
269002.7474161769;7042526.258007959;0;9569.556070746557
269006.92833918735;7042529.000248427;0;9574.556070746437
269011.1092621978;7042531.742488894;0;9579.556070746317
269015.2901852082;7042534.484729361;0;9584.55607074615
269019.47110821865;7042537.226969829;0;9589.556070746541
269023.6520312291;7042539.969210296;0;9594.556070746421
269027.83295423957;7042542.711450763;0;9599.556070746301
269032.01387724996;7042545.453691231;0;9604.556070746643
269036.1948002604;7042548.195931698;0;9609.556070746523
269040.3757232709;7042550.938172165;0;9614.556070746403
269044.5566462813;7042553.680412632;0;9619.556070746235
269048.7375692917;7042556.4226531;0;9624.556070746627
269052.9184923022;7042559.164893568;0;9629.556070746507
269057.0994153126;7042561.907134035;0;9634.55607074634
269061.28033832303;7042564.649374502;0;9639.55607074622
269065.4612613335;7042567.39161497;0;9644.55607074661
269069.6421843439;7042570.133855437;0;9649.556070746443
269073.82310735434;7042572.876095904;0;9654.556070746323
269078.0040303648;7042575.618336371;0;9659.556070746203
269082.18495337525;7042578.360576839;0;9664.556070746594
269086.36587638565;7042581.102817306;0;9669.556070746426
269090.5467993961;7042583.845057773;0;9674.556070746306
269094.72772240656;7042586.5872982405;0;9679.556070746186
269098.90864541696;7042589.329538709;0;9684.556070746528
269103.0895684274;7042592.071779176;0;9689.556070746408
269107.27049143787;7042594.814019643;0;9694.556070746288
269111.45141444827;7042597.556260111;0;9699.55607074663
269115.6323374587;7042600.298500578;0;9704.55607074651
269119.8132604692;7042603.040741045;0;9709.55607074639
269123.9941834796;7042605.782981512;0;9714.556070746223
269128.17510649003;7042608.52522198;0;9719.556070746614
269132.3560295005;7042611.267462447;0;9724.556070746494
269136.53695251094;7042614.009702914;0;9729.556070746374
269140.71787552134;7042616.7519433815;0;9734.556070746206
269144.8987985318;7042619.49418385;0;9739.556070746597
269149.07972154225;7042622.236424317;0;9744.556070746477
269153.26064455265;7042624.978664784;0;9749.55607074631
269157.4415675631;7042627.720905251;0;9754.55607074619
269161.62249057356;7042630.463145719;0;9759.556070746581
269165.80341358396;7042633.205386186;0;9764.556070746414
269169.9843365944;7042635.947626653;0;9769.556070746294
269174.16525960487;7042638.68986712;0;9774.556070746174
269178.3461826153;7042641.432107588;0;9779.556070746565
269182.5271056257;7042644.174348055;0;9784.556070746397
